date, category, entityName, count, amount
2023-3Q,pincodes,560068,3688,4646310.0
2023-3Q,pincodes,560037,2892,3957250.0
2023-3Q,pincodes,500072,2646,3365765.0
2023-3Q,pincodes,560076,2534,3590807.0
2023-3Q,pincodes,122001,2457,3051171.0
2023-3Q,pincodes,560043,2443,3288213.0
2023-3Q,pincodes,560078,2402,3244684.0
2023-3Q,pincodes,201301,2320,2626339.0
2023-3Q,pincodes,560100,2147,2864673.0
2023-3Q,pincodes,411057,2098,2821693.0
2023-2Q,states,karnataka,117232,175704013.0
2023-2Q,states,maharashtra,102754,157303399.0
2023-2Q,states,tamil nadu,79698,105328191.0
2023-2Q,states,uttar pradesh,74194,122522457.0
2023-2Q,states,kerala,61032,100620604.0
2023-2Q,states,telangana,55118,79238968.0
2023-2Q,states,west bengal,49792,65204280.0
2023-2Q,states,delhi,41358,54951108.0
2023-2Q,states,haryana,40710,62186066.0
2023-2Q,states,rajasthan,37170,61301449.0
2023-2Q,districts,bengaluru urban,69812,99096628.0
2023-2Q,districts,pune,25943,39373541.0
2023-2Q,districts,chennai,15678,16453783.0
2023-2Q,districts,thane,15403,20442020.0
2023-2Q,districts,rangareddy,13998,20753771.0
2023-2Q,districts,mumbai suburban,12717,15575502.0
2023-2Q,districts,medchal malkajgiri,11833,17077694.0
2023-2Q,districts,gurugram,11759,15891257.0
2023-2Q,districts,jaipur,11344,16436901.0
2023-2Q,districts,thiruvallur,10840,12569262.0
2023-2Q,pincodes,560068,3141,3959944.0
2023-2Q,pincodes,560037,2575,3376141.0
2023-2Q,pincodes,500072,2534,3686902.0
2023-2Q,pincodes,560076,2184,3330509.0
2023-2Q,pincodes,122001,2154,2955207.0
2023-2Q,pincodes,560043,2126,3158190.0
2023-2Q,pincodes,560078,2051,2883618.0
2023-2Q,pincodes,201301,1992,2418828.0
2023-2Q,pincodes,411057,1944,2581267.0
2023-2Q,pincodes,560100,1843,2510992.0
2023-1Q,states,karnataka,127376,186543426.0
2023-1Q,states,maharashtra,112174,166596248.0
2023-1Q,states,tamil nadu,90690,116710222.0
2023-1Q,states,uttar pradesh,73080,127110494.0
2023-1Q,states,kerala,62377,101786828.0
2023-1Q,states,west bengal,56833,77461732.0
2023-1Q,states,telangana,54508,82678207.0
2023-1Q,states,delhi,45821,61040038.0
2023-1Q,states,haryana,37287,61127194.0
2023-1Q,states,andhra pradesh,34920,51963355.0
2023-1Q,districts,bengaluru urban,75238,103829030.0
2023-1Q,districts,pune,24852,37388150.0
2023-1Q,districts,chennai,20140,20511279.0
2023-1Q,districts,thane,18419,23430698.0
2023-1Q,districts,mumbai suburban,14976,17928673.0
2023-1Q,districts,rangareddy,13622,21152107.0
2023-1Q,districts,thiruvallur,11786,13822733.0
2023-1Q,districts,medchal malkajgiri,11454,16935012.0
2023-1Q,districts,north twenty four parganas,11211,15232572.0
2023-1Q,districts,ernakulam,11073,17476806.0
2023-1Q,pincodes,560068,3214,4091377.0
2023-1Q,pincodes,560043,2365,3356228.0
2023-1Q,pincodes,560076,2282,3399622.0
2023-1Q,pincodes,560037,2272,3261324.0
2023-1Q,pincodes,500072,2244,3175666.0
2023-1Q,pincodes,201301,2080,2580701.0
2023-1Q,pincodes,560078,2018,2904918.0
2023-1Q,pincodes,122001,2018,2513445.0
2023-1Q,pincodes,560058,1931,2145047.0
2023-1Q,pincodes,411057,1914,2708878.0
2020-4Q,states,maharashtra,44798,27113814.0
2020-4Q,states,karnataka,31747,26814968.0
2020-4Q,states,andhra pradesh,21464,12985632.0
2020-4Q,states,telangana,20961,11339099.0
2020-4Q,states,uttar pradesh,17470,14180417.0
2020-4Q,states,rajasthan,12509,6471573.0
2020-4Q,states,madhya pradesh,10653,4897124.0
2020-4Q,states,tamil nadu,10290,8993575.0
2020-4Q,states,west bengal,10233,7510455.0
2020-4Q,states,gujarat,9990,6055037.0
2020-4Q,districts,bengaluru urban,18485,15922383.0
2020-4Q,districts,pune,8211,4862704.0
2020-4Q,districts,thane,5939,4405413.0
2020-4Q,districts,mumbai suburban,4631,3301120.0
2020-4Q,districts,hyderabad,3682,1892565.0
2020-4Q,districts,rangareddy,3486,2124943.0
2020-4Q,districts,visakhapatnam,3464,2203761.0
2020-4Q,districts,jaipur,3318,1641429.0
2020-4Q,districts,medchal malkajgiri,3298,2034226.0
2020-4Q,districts,nashik,2903,1492155.0
2020-4Q,pincodes,560068,849,653177.0
2020-4Q,pincodes,421302,609,459248.0
2020-4Q,pincodes,560079,565,461758.0
2020-4Q,pincodes,500072,554,307425.0
2020-4Q,pincodes,560078,536,398681.0
2020-4Q,pincodes,560076,525,495928.0
2020-4Q,pincodes,560037,511,384244.0
2020-4Q,pincodes,201301,496,320628.0
2020-4Q,pincodes,560043,495,437875.0
2020-4Q,pincodes,421201,465,347630.0
2020-3Q,states,maharashtra,71662,19230156.0
2020-3Q,states,karnataka,53701,12407394.0
2020-3Q,states,andhra pradesh,49812,12426481.0
2020-3Q,states,telangana,34395,8406543.0
2020-3Q,states,uttar pradesh,18131,4436969.0
2020-3Q,states,rajasthan,15235,3758527.0
2020-3Q,states,madhya pradesh,14476,3496126.0
2020-3Q,states,west bengal,12596,2878482.0
2020-3Q,states,gujarat,12525,3335812.0
2020-3Q,states,odisha,10955,2640191.0
2020-3Q,districts,bengaluru urban,32192,6940765.0
2020-3Q,districts,pune,18176,4567561.0
2020-3Q,districts,visakhapatnam,7906,1892376.0
2020-3Q,districts,thane,6951,1718946.0
2020-3Q,districts,rangareddy,6340,1509162.0
2020-3Q,districts,hyderabad,6331,1397580.0
2020-3Q,districts,medchal malkajgiri,5929,1415970.0
2020-3Q,districts,nashik,5564,1418697.0
2020-3Q,districts,spsr nellore,5509,1259159.0
2020-3Q,districts,krishna,4519,1093882.0
2020-3Q,pincodes,560068,1603,340876.0
2020-3Q,pincodes,560076,1148,250474.0
2020-3Q,pincodes,560078,1124,243443.0
2020-3Q,pincodes,500072,1103,243812.0
2020-3Q,pincodes,410501,1067,278535.0
2020-3Q,pincodes,345021,1003,203794.0
2020-3Q,pincodes,535003,968,195870.0
2020-3Q,pincodes,431003,926,209817.0
2020-3Q,pincodes,560037,923,202431.0
2020-3Q,pincodes,560079,904,183362.0
2020-2Q,states,maharashtra,39836,6879717.0
2020-2Q,states,karnataka,27358,4794150.0
2020-2Q,states,andhra pradesh,22104,3982391.0
2020-2Q,states,telangana,19003,3419453.0
2020-2Q,states,delhi,11716,1897480.0
2020-2Q,states,uttar pradesh,9884,1912266.0
2020-2Q,states,gujarat,7697,1430591.0
2020-2Q,states,west bengal,7619,1432764.0
2020-2Q,states,haryana,6321,1179814.0
2020-2Q,states,madhya pradesh,6283,1198701.0
2020-2Q,districts,bengaluru urban,20040,3301769.0
2020-2Q,districts,pune,8699,1482628.0
2020-2Q,districts,thane,7559,1221018.0
2020-2Q,districts,mumbai suburban,5780,884439.0
2020-2Q,districts,hyderabad,4783,805518.0
2020-2Q,districts,rangareddy,4495,778492.0
2020-2Q,districts,medchal malkajgiri,4150,711890.0
2020-2Q,districts,visakhapatnam,3504,614212.0
2020-2Q,districts,aurangabad,2898,509460.0
2020-2Q,districts,anantapur,2739,485777.0
2020-2Q,pincodes,560068,1076,168415.0
2020-2Q,pincodes,560037,1034,155914.0
2020-2Q,pincodes,110059,895,132104.0
2020-2Q,pincodes,560076,802,124790.0
2020-2Q,pincodes,500072,760,122394.0
2020-2Q,pincodes,560078,742,119673.0
2020-2Q,pincodes,421201,668,104388.0
2020-2Q,pincodes,560100,651,103528.0
2020-2Q,pincodes,431003,651,107122.0
2020-2Q,pincodes,110092,638,94570.0
