date, name, registeredUsers, appOpens2024-2Q,puducherry,655486,2882669
2023-1Q,jammu & kashmir,1873039,134828711
2023-1Q,goa,892185,22829931
2023-1Q,arunachal pradesh,408273,88997458
2023-1Q,delhi,16480011,51049789
2023-1Q,uttarakhand,4464369,181738693
2018-4Q,puducherry,109494,0
2018-4Q,tamil nadu,5199878,0
2018-4Q,uttar pradesh,10341964,0
2018-4Q,madhya pradesh,5365442,0
2018-4Q,andhra pradesh,6857409,0
2018-4Q,tripura,153265,0
2018-4Q,lakshadweep,1156,0
2018-4Q,manipur,82589,0
2018-4Q,maharashtra,13381602,0
2018-4Q,dadra & nagar haveli & daman & diu,116511,0
2018-4Q,meghalaya,49634,0
2018-4Q,andaman & nicobar islands,15222,0
2018-4Q,haryana,3793079,0
2018-4Q,rajasthan,6358738,0
2018-4Q,ladakh,23883,0
2018-4Q,punjab,1865715,0
2018-4Q,assam,1039221,0
2018-4Q,jharkhand,1913949,0
2018-4Q,odisha,3623911,0
2018-4Q,bihar,4776665,0
2018-4Q,kerala,1757326,0
